Time,PosX,PosY,PosZ,VelX,VelY,VelZ
5.9,7.43934415419639,5.50055388975645,6.14147112873981,0.800456381107684,-4.1392461246554,3.52254387198378
5.95,7.47936697325177,5.29359158352368,6.317598322339,0.795653642821038,-4.11441064790746,3.01385160875188
6,7.51914965539282,5.08787105112831,6.4682909027766,0.790879720964111,-4.08972418402002,2.50821149909937
6.05,7.55869364144103,4.88338484192731,6.59370147773157,0.786134442638327,-4.0651858389159,2.00560523010477
6.1,7.59800036357294,4.68012554998151,6.6939817392368,0.781417635982497,-4.0407947238824,1.50601459872415
6.15,7.63707124537207,4.47808581378739,6.76928246917301,0.776729130166602,-4.01654995553911,1.0094215111318
6.2,7.6759077018804,4.27725831601044,6.8197535447296,0.772068755385602,-3.99245065580588,0.51580798206501
6.25,7.71451113964968,4.07763578322014,6.84554394383285,0.767436342853289,-3.96849595187104,0.02515613417262
6.3,7.75288295679234,3.87921098562659,6.84680175054148,0.762831724796169,-3.94468497615981,-0.462551802632416
6.35,7.79102454303215,3.6819767368186,6.82367416040986,0.758254734447392,-3.92101686630286,-0.947333491816621
6.4,7.82893727975452,3.48592589350346,6.77630748581903,0.753705206040708,-3.89749076510504,-1.42920649086572
6.45,7.86662254005656,3.2910513552482,6.70484716127575,0.749182974804463,-3.87410582051441,-1.90818825192053
6.5,7.90408168879678,3.09734606422248,6.60943774867972,0.744687876955637,-3.85086118559132,-2.384296122409
6.55,7.94131608264456,2.90480300494292,6.49022294255927,0.740219749693903,-3.82775601847777,-2.85754734567455
6.6,7.97832707012926,2.71341520401903,6.34734557527554,0.735778431195739,-3.80478948236691,-3.3279590616005
6.65,8.01511599168905,2.52317572990068,6.18094762219552,0.731363760608565,-3.78196074547271,-3.7955483072309
6.7,8.05168417971947,2.33407769262705,5.99117020683397,0.726975578044913,-3.75926898099987,-4.26033201738751
6.75,8.08803295862172,2.14611424357705,5.7781536059646,0.722613724576644,-3.73671336711387,-4.72232702528319
6.8,8.12416364485055,1.95927857522136,5.54203725470044,0.718278042229184,-3.71429308691119,-5.18155006313149
6.85,8.16007754696201,1.7735639208758,5.28295975154386,0.713968373975809,-3.69200732838972,-5.6380177627527
6.9,8.1957759656608,1.58896355445632,5.00105886340623,0.709684563731954,-3.66985528441938,-6.09174665617618
6.95,8.2312601938474,1.40547079023535,4.69647153059742,0.705426456349562,-3.64783615271287,-6.54275317623913
7,8.26653151666488,1.2230789825997,4.36933387178546,0.701193897611465,-3.62594913579659,-6.99105365718169
7.05,8.30159121154545,1.04178152580987,4.01978118892638,0.696986734225796,-3.60419344098181,-7.4366643352386
7.1,8.33644054825674,0.861571853760784,3.64794797216445,0.692804813820441,-3.58256828033592,-7.87960134922717
7.15,8.37108078894776,0.682443439743988,3.25396790470309,0.688647984937519,-3.5610728706539,-8.31988074113181
7.2,8.40551318819464,0.504389796211293,2.8379738676465,0.684516097027894,-3.53970643342998,-8.75751845668502
7.25,8.43973899304603,0.327404474539794,2.40009794481225,0.680409000445726,-3.5184681948294,-9.19253034594491
7.3,8.47375944306832,0.151481064798324,1.940471427515,0.676326546443052,-3.49735738566042,-9.62493216386924
7.35,8.50757577039047,0.0233868044846973,1.45922481932154,0.672268587164394,3.47637324134646,-10.054739570886
7.4,8.54118919974869,0.19720546655202,0.956487840777238,0.668234975641407,3.45551500189838,-10.4819681334607
7.45,8.57460094853076,0.369981216646939,0.432389434104202,0.664225565787559,3.43478191188699,-10.9066333246599
7.5,8.60781222682014,0.541720312241289,0.112942232128795,0.660240212392833,3.41417322041567,11.328750524712
7.55,8.64082423743978,0.712428973262072,0.679379758364394,0.656278771118476,3.39368818109317,10.7732210215637
7.6,8.67363817599571,0.882113382316731,1.21804080944258,0.652341098491766,3.37332605200662,10.2210246954343
7.65,8.70625523092029,1.05077968491706,1.7290920442143,0.648427051900815,3.35308609569458,9.67214154726172
7.7,8.73867658351533,1.21843398970179,2.21269912157738,0.64453648958941,3.33296757912041,9.12655169797815
7.75,8.7709034079948,1.38508236865781,2.66902670647629,0.640669270651874,3.31296977364569,8.58423538779028
7.8,8.8029368715274,1.5507308573401,3.0982384758658,0.636825255027962,3.29309195500381,8.04517297546354
7.85,8.8347781342788,1.71538545509029,3.50049712463898,0.633004303497794,3.27333340327379,7.50934493761076
7.9,8.86642834945369,1.87905212525398,3.87596437151952,0.629206277676808,3.25369340285415,6.97673186798509
7.95,8.89788866333753,2.04173679539668,4.22480096491877,0.625431040010747,3.23417124243702,6.44731447677718
8,8.92916021533807,2.20344535751853,4.54716668875763,0.621678453770682,3.2147662149824,5.92107358991652
8.05,8.9602441380266,2.36418366826765,4.84322036825346,0.617948383048058,3.1954776176925,5.39799014837702
8.1,8.991141557179,2.52395754915228,5.11311987567231,0.61424069274977,3.17630475198635,4.87804520748676
8.15,9.02185359181649,2.6827727867516,5.35702213604665,0.610555248593271,3.15724692347443,4.36121993624184
8.2,9.05238135424615,2.84063513292532,5.57508313285874,0.606891917101712,3.13830344193358,3.84749561662439
8.25,9.08272595010124,2.997550305022,5.76745791368996,0.603250565599102,3.11947362128198,3.33685364292464
8.3,9.1128884783812,3.1535239860861,5.93430059583619,0.599631062205507,3.10075677955429,2.82927552106709
8.35,9.14287003149147,3.30856182506381,6.07576437188955,0.596033275832274,3.08215223887697,2.32474286794069
8.4,9.17267169528309,3.46266943700766,6.19200151528658,0.59245707617728,3.0636593254437,1.82323741073305
8.45,9.20229454909195,3.61585240327984,6.28316338582323,0.588902333720216,3.04527736949104,1.32474098626865
8.5,9.23173966577796,3.7681162717544,6.34940043513667,0.585368919717895,3.0270057052741,0.829235540351036
8.55,9.26100811176386,3.9194665570181,6.39086221215422,0.581856706199588,3.00884367104245,0.33670312710893
8.6,9.29010094707384,4.06990874057022,6.40769736850966,0.57836556596239,2.9907906090162,-0.152874091653723
8.65,9.31901922537195,4.21944827102103,6.40005366392698,0.574895372566616,2.9728458653621,-0.639513847103801
8.7,9.34776399400029,4.36809056428914,6.36807797157179,0.571446000331216,2.95500879016993,-1.12323376402118
8.75,9.37633629401685,4.51584100379763,6.31191628337073,0.568017324329229,2.93727873742891,-1.60405136143705
8.8,9.40473716023331,4.66270494066908,6.23171371529888,0.564609220383254,2.91965506500433,-2.08198405326843
8.85,9.43296762125247,4.8086876939193,6.12761451263545,0.561221565060954,2.90213713461431,-2.55704914894882
8.9,9.46102869950552,4.95379455065001,5.99976205518801,0.557854235670588,2.88472431180662,-3.02926385405513
8.95,9.48892141128905,5.09803076624034,5.84829886248526,0.554507110256565,2.86741596593578,-3.49864527093079
9,9.51664676680188,5.24140156453713,5.67336659893872,0.551180067595025,2.85021147014017,-3.96521039930521
9.05,9.54420577018163,5.38391213804414,5.47510607897346,0.547872987189455,2.83311020131933,-4.42897613690938
9.1,9.5715994195411,5.52556764811011,5.25365727212799,0.544585749266319,2.81611154011141,-4.88995928008792
9.15,9.59882870700442,5.66637322511568,5.00915930812359,0.541318234770721,2.79921487087074,-5.34817652440739
9.2,9.62589461874295,5.80633396865921,4.74175048190322,0.538070325362096,2.78241958164552,-5.80364446526095
9.25,9.65279813501106,5.94545494774149,4.45156825864017,0.534841903409924,2.76572506415564,-6.25637959846938
9.3,9.67954023018155,6.08374120094927,4.1387492787167,0.531632851989464,2.74913071377071,-6.70639832087857
9.35,9.70612187278103,6.22119773663781,3.80342936267278,0.528443054877527,2.73263592948809,-7.1537169309533
9.4,9.7325440255249,6.35782953311221,3.44574351612511,0.525272396548262,2.71624011391116,-7.59835162936758
9.45,9.75880764535231,6.49364153880777,3.06582593465673,0.522120762168973,2.69994267322769,-8.04031851959137
9.5,9.78491368346076,6.62863867246915,2.66381000867716,0.518988037595959,2.68374301718832,-8.47963360847382
9.55,9.81086308534056,6.76282582332857,2.23982832825347,0.515874109370383,2.66764055908519,-8.91631280682298
9.6,9.83665679080908,6.89620785128283,1.79401268791232,0.512778864714161,2.65163471573068,-9.35037192998204
9.65,9.86229573404479,7.02878958706936,1.32649409141322,0.509702191525876,2.6357249074363,-9.78182669840215
9.7,9.88778084362108,7.16057583244118,0.837402756493113,0.50664397837672,2.61991055799168,-10.2106927382117
9.75,9.91311304253992,7.29157136034076,0.326868119582526,0.50360411450646,2.60419109464373,-10.6369855817825
9.8,9.93829324826524,7.42178091507295,0.204981159506597,0.500582489819421,2.58856594807587,11.0607206682918
9.85,9.96332237275621,7.55120921247674,0.758017192921186,0.497578994880505,2.57303455238741,10.506799344282
9.9,9.98820132250024,7.67986094009611,1.28335716013529,0.494593520911222,2.55759634507309,9.95620154821633
9.95,9.9870690014542,7.80774075734977,1.7811672375461,-0.491625959785754,2.54225076700265,9.40890733892703
10,9.96248770346491,7.9348532956999,2.25161260449246,-0.48867620402704,2.52699726240063,8.86489689489347
10.05,9.93805389326356,8.06120315881993,2.69485744923713,-0.485744146802878,2.51183527882623,8.32415051352411
10.1,9.91376668592342,8.18679492276124,3.11106497491333,-0.48282968192206,2.49676426715327,7.78664861044296
10.15,9.88962520182731,8.31163313611891,3.50039740543548,-0.479932703830528,2.48178368155035,7.2523717187803
10.2,9.86562856663579,8.43572232019643,3.8630159913745,-0.477053107607545,2.46689297946105,6.72130048846762
10.25,9.84177591125541,8.55906696916948,4.19908101579788,-0.4741907889619,2.45209162158429,6.19341568553682
10.3,9.81806637180731,8.68167155024869,4.50875180007472,-0.471345644228128,2.43737907185478,5.6686981914236
10.35,9.79449908959591,8.80354050384143,4.7921867096459,-0.468517570362759,2.42275479742365,5.14712900227505
10.4,9.77107321107777,8.92467824371261,5.04954315975965,-0.465706464940583,2.40821826863911,4.6286892282614
10.45,9.74778788783074,9.04508915714457,5.28097762117272,-0.462912226150939,2.39376895902727,4.11336009289184
10.5,9.72464227652319,9.16477760509593,5.48664562581731,-0.460134752794034,2.37940634527311,3.60112293233448
10.55,9.70163553888349,9.28374792235959,5.66670177243404,-0.457373944277269,2.36512990720147,3.09195919474048
10.6,9.67876684166963,9.40200441771966,5.82129973217106,-0.454629700611606,2.35093912775826,2.58585043957204
10.65,9.65603535663905,9.51955137410758,5.95059225414966,-0.451901922407936,2.33683349299171,2.0827783369346
10.7,9.63344026051865,9.63639304875716,6.05473117099639,-0.449190510873489,2.32281249203376,1.582724666913
10.75,9.61098073497498,9.75253367335885,6.13386740434204,-0.446495367808248,2.30887561708156,1.08567131891152
10.8,9.58865596658457,9.86797745421292,6.18815097028762,-0.443816395601398,2.29502236337907,0.591600290998048
10.85,9.5664651468045,9.98272857238188,6.21773098483752,-0.44115349722779,2.2812522291988,0.10049368925206
10.9,9.54440747194311,9.90320881615818,6.22275566930012,-0.438506576244423,-2.2675647158236,-0.387666272883452
10.95,9.52248214313089,9.789830580367,6.20337235565595,-0.435875536786957,-2.25395932752866,-0.872897275246152
11,9.50068836629154,9.67713261399057,6.15972749189365,-0.433260283566235,-2.24043557156349,-1.35521689159467
11.05,9.47902535211323,9.56511083541239,6.09196664731391,-0.430660721864837,-2.22699295813411,-1.83464259024511
11.1,9.45749231601999,9.45376118750569,6.00023451780166,-0.428076757533648,-2.2136310003853,-2.31119173470364
11.15,9.4360884781433,9.34307963748642,5.88467493106647,-0.425508296988446,-2.20034921438299,-2.78488158429541
11.2,9.41481306329388,9.23306217676727,5.7454308518517,-0.422955247206516,-2.18714711909669,-3.25572929478964
11.25,9.39366530093356,9.12370482081244,5.58264438711222,-0.420417515723277,-2.17402423638211,-3.7237519190209
11.3,9.37264442514739,9.01500360899333,5.39645679116118,-0.417895010628937,-2.16098009096382,-4.18896640750678
11.35,9.35174967461595,8.90695460444514,5.18700847078584,-0.415387640565163,-2.14801421041804,-4.65138960906174
11.4,9.33098029258769,8.79955389392424,4.95443899033275,-0.412895314721772,-2.13512612515553,-5.11103827140737
11.45,9.3103355268516,8.69279758766646,4.69888707676238,-0.410417942833442,-2.1223153684046,-5.56792904177892
11.5,9.28981462970993,8.58668181924623,4.42049062467344,-0.407955435176441,-2.10958147619417,-6.02207846752825
11.55,9.26941685795111,8.48120274543652,4.11938670129702,-0.405507702565382,-2.096923987337,-6.47350299672308
11.6,9.24914147282284,8.37635654606967,3.79571155146087,-0.40307465634999,-2.08434244341298,-6.92221897874274
11.65,9.22898774000534,8.27213942389903,3.44960060252373,-0.40065620841189,-2.0718363887525,-7.36824266487029
11.7,9.20895492958474,8.1685476044614,3.08118846928022,-0.398252271161419,-2.05940537041999,-7.81159020888106
11.75,9.18904231602667,8.0655773359404,2.69060895883616,-0.39586275753445,-2.04704893819747,-8.25227766762778
11.8,9.16924917814995,7.96322488903053,2.27799507545478,-0.393487580989244,-2.03476664456828,-8.69032100162201
11.85,9.14957479910048,7.86148655680211,1.84347902537368,-0.391126655503308,-2.02255804470087,-9.12573607561228
11.9,9.13001846632532,7.76035865456707,1.38719222159306,-0.388779895570288,-2.01042269643267,-9.55853865915861
11.95,9.1105794715468,7.65983751974544,0.909265288635131,-0.386447216196867,-1.99836016025407,-9.98874442720365
12,9.09125711073696,7.55991951173273,0.409828067274948,-0.384128532899685,-1.98636999929255,-10.4163689606404
12.05,9.07205068409198,7.4606010117681,0.110990380757074,-0.381823761702287,-1.97445177929679,10.8414277468766
12.1,9.05295949600686,7.36187842280326,0.653061768100903,-0.379532819132074,-1.96260506862101,10.2888221803953
12.15,9.03398285505026,7.26374816937221,1.16750287712067,-0.377255622217281,-1.95082943820929,9.73953224731296
12.2,9.01512007393939,7.16620669746175,1.65447948948632,-0.374992088483977,-1.93912446158003,9.19353805382908
12.25,8.9963704695152,7.06925047438275,2.11415639217777,-0.372742135953074,-1.92748971481055,8.65081982550611
12.3,8.97773336271754,6.97287598864222,2.54669738345308,-0.370505683137355,-1.91592477652169,8.11135790655307
12.35,8.95920807856067,6.87707974981614,2.95226527878073,-0.368282649038531,-1.90442922786256,7.57513275911375
12.4,8.94079394610875,6.78185828842301,3.33102191673642,-0.3660729531443,-1.89300265249538,7.04212496255907
12.45,8.92249029845153,6.68720815579824,3.68312816486437,-0.363876515425434,-1.88164463658041,6.51231521278371
12.5,8.90429647268026,6.59312592396922,4.00874392550356,-0.361693256332881,-1.87035476876093,5.98568432150701
12.55,8.88621180986362,6.49960818553117,4.30802814157891,-0.359523096794884,-1.85913264014836,5.46221321557797
12.6,8.86823565502387,6.40665155352375,4.58113880235781,-0.357365958214115,-1.84797784430747,4.9418829362845
12.65,8.85036735711317,6.31425266130838,4.82823294917203,-0.35522176246483,-1.83688997724163,4.4246746386668
12.7,8.83260626898993,6.2224081624463,5.04946668110537,-0.353090431890041,-1.82586863737818,3.91056959083479
12.75,8.81495174739542,6.13111473057739,5.24499516064711,-0.350971889298701,-1.81491342555391,3.39954917328979
12.8,8.79740315293049,6.04036905929969,5.4149726193116,-0.348866057962909,-1.80402394500058,2.89159487825005
12.85,8.77995985003234,5.95016786204966,5.5595523632241,-0.346772861615131,-1.79319980133058,2.38668830898055
12.9,8.76262120695159,5.86050787198314,5.67888677867313,-0.34469222444544,-1.7824406025226,1.88481117912666
